site_id,timestamp,biomass_density_g_L,biomass_produced_kg,water_temp_C,pH,dissolved_O2_mg_L,dissolved_CO2_mg_L,turbidity_NTU,light_PAR,harvested_g_L
site-b,2026-08-09T20:00:00Z,0.5368,0.0,21.28,7.19,6.73,21.65,46.3,0.0,0.0
site-b,2026-08-09T21:00:00Z,0.537,0.0,20.28,7.17,6.53,21.9,47.7,0.0,0.0
site-b,2026-08-09T22:00:00Z,0.5372,0.0,18.72,7.15,6.87,22.08,47.9,0.0,0.0
site-b,2026-08-09T23:00:00Z,0.5373,0.0,17.33,7.12,6.74,22.29,47.8,0.0,0.0
site-b,2026-08-10T00:00:00Z,0.5375,0.0,16.61,7.16,6.63,21.71,48.8,0.0,0.0
site-b,2026-08-10T01:00:00Z,0.5377,0.0,15.06,7.18,6.84,21.07,45.0,0.0,0.0
site-b,2026-08-10T02:00:00Z,0.5378,0.0,14.26,7.13,6.86,21.74,45.8,0.0,0.0
site-b,2026-08-10T03:00:00Z,0.538,0.0,14.57,7.18,6.68,21.23,47.6,0.0,0.0
site-b,2026-08-10T04:00:00Z,0.5382,0.0,14.85,7.11,6.65,22.3,45.1,0.0,0.0
site-b,2026-08-10T05:00:00Z,0.5383,0.0,15.17,7.18,6.48,20.76,45.0,0.0,0.0
site-b,2026-08-10T06:00:00Z,0.5392,16.1746,15.86,7.43,8.74,17.7,44.3,185.4,0.0
site-b,2026-08-10T07:00:00Z,0.5407,28.4745,17.24,7.64,10.69,15.01,45.2,665.4,0.0
site-b,2026-08-10T08:00:00Z,0.5424,34.6089,18.36,7.66,11.13,12.6,49.3,1105.2,0.0
site-b,2026-08-10T09:00:00Z,0.5441,34.2692,20.18,7.69,11.07,12.91,47.5,1478.3,0.0
site-b,2026-08-10T10:00:00Z,0.5458,34.5329,21.42,7.7,11.1,13.23,45.9,1762.2,0.0
site-b,2026-08-10T11:00:00Z,0.5475,34.5928,22.74,7.61,10.48,13.48,47.8,1939.6,0.0
site-b,2026-08-10T12:00:00Z,0.5491,32.6833,23.62,7.63,10.32,14.32,48.0,2000.0,0.0
site-b,2026-08-10T13:00:00Z,0.5508,33.5948,24.81,7.7,10.65,13.8,46.5,1939.6,0.0
site-b,2026-08-10T14:00:00Z,0.5525,35.0824,24.98,7.65,11.18,13.0,47.8,1762.2,0.0
site-b,2026-08-10T15:00:00Z,0.5545,40.2886,25.91,7.68,11.32,12.52,49.9,1478.3,0.0
site-b,2026-08-10T16:00:00Z,0.5562,36.1075,25.07,7.67,11.2,12.47,48.5,1105.2,0.0
site-b,2026-08-10T17:00:00Z,0.5579,33.1177,24.64,7.59,10.48,14.77,46.1,665.4,0.0
site-b,2026-08-10T18:00:00Z,0.5588,17.6035,23.49,7.45,9.18,18.12,46.8,185.4,0.0
site-b,2026-08-10T19:00:00Z,0.559,0.0,23.04,7.13,6.87,21.72,49.4,0.0,0.0
site-b,2026-08-10T20:00:00Z,0.5592,0.0,21.12,7.12,6.92,22.14,49.8,0.0,0.0
site-b,2026-08-10T21:00:00Z,0.5594,0.0,20.03,7.15,6.51,22.89,47.6,0.0,0.0
site-b,2026-08-10T22:00:00Z,0.5595,0.0,18.24,7.13,6.92,21.66,47.3,0.0,0.0
site-b,2026-08-10T23:00:00Z,0.5597,0.0,17.36,7.09,7.02,21.63,49.3,0.0,0.0
site-b,2026-08-11T00:00:00Z,0.5599,0.0,16.18,7.12,6.65,22.22,47.6,0.0,0.0
site-b,2026-08-11T01:00:00Z,0.5601,0.0,14.94,7.1,6.92,22.23,46.9,0.0,0.0
site-b,2026-08-11T02:00:00Z,0.5602,0.0,14.94,7.08,6.77,21.98,47.8,0.0,0.0
site-b,2026-08-11T03:00:00Z,0.5604,0.0,14.4,7.14,7.13,22.05,47.0,0.0,0.0
site-b,2026-08-11T04:00:00Z,0.5606,0.0,14.97,7.1,6.73,22.53,48.3,0.0,0.0
site-b,2026-08-11T05:00:00Z,0.5608,0.0,15.2,7.12,6.8,21.88,48.4,0.0,0.0
site-b,2026-08-11T06:00:00Z,0.5616,14.5045,16.48,7.46,9.02,17.59,48.1,181.7,0.0
site-b,2026-08-11T07:00:00Z,0.563,28.0088,17.52,7.65,10.53,13.22,47.3,662.5,0.0
site-b,2026-08-11T08:00:00Z,0.5648,35.3708,18.66,7.7,10.82,13.06,47.6,1103.2,0.0
site-b,2026-08-11T09:00:00Z,0.5666,36.5864,20.05,7.73,11.34,12.73,47.7,1477.1,0.0
site-b,2026-08-11T10:00:00Z,0.5683,34.2734,21.14,7.67,10.83,13.18,47.6,1761.6,0.0
site-b,2026-08-11T11:00:00Z,0.5699,32.5026,22.83,7.66,10.53,12.75,47.5,1939.5,0.0
site-b,2026-08-11T12:00:00Z,0.5715,32.8876,23.99,7.64,10.52,14.12,48.1,2000.0,0.0
site-b,2026-08-11T13:00:00Z,0.5731,32.3632,24.93,7.62,10.64,13.17,48.9,1939.5,0.0
site-b,2026-08-11T14:00:00Z,0.5748,34.207,25.39,7.71,10.97,12.68,48.4,1761.6,0.0
site-b,2026-08-11T15:00:00Z,0.5768,40.3049,25.22,7.72,11.42,12.48,49.3,1477.1,0.0
site-b,2026-08-11T16:00:00Z,0.5786,37.248,25.08,7.66,10.94,13.17,47.8,1103.2,0.0
site-b,2026-08-11T17:00:00Z,0.5802,31.3537,24.95,7.63,10.59,13.77,51.3,662.5,0.0
site-b,2026-08-11T18:00:00Z,0.5812,18.2906,23.95,7.41,8.86,17.85,44.1,181.7,0.0
site-b,2026-08-11T19:00:00Z,0.5814,0.0,22.95,7.16,6.8,22.5,49.2,0.0,0.0
site-b,2026-08-11T20:00:00Z,0.5816,0.0,21.34,7.12,6.79,22.25,47.2,0.0,0.0
site-b,2026-08-11T21:00:00Z,0.5817,0.0,19.98,7.13,6.99,21.95,48.6,0.0,0.0
site-b,2026-08-11T22:00:00Z,0.5819,0.0,18.47,7.17,6.74,21.17,48.1,0.0,0.0
site-b,2026-08-11T23:00:00Z,0.5821,0.0,17.23,7.18,6.85,22.59,50.3,0.0,0.0
site-b,2026-08-12T00:00:00Z,0.5823,0.0,16.34,7.13,6.47,21.89,49.4,0.0,0.0
site-b,2026-08-12T01:00:00Z,0.5825,0.0,15.25,7.12,6.74,22.27,47.8,0.0,0.0
site-b,2026-08-12T02:00:00Z,0.5826,0.0,14.9,7.15,6.43,22.44,48.6,0.0,0.0
site-b,2026-08-12T03:00:00Z,0.5828,0.0,14.44,7.17,6.89,21.93,49.1,0.0,0.0
site-b,2026-08-12T04:00:00Z,0.583,0.0,14.61,7.1,6.49,22.78,50.2,0.0,0.0
site-b,2026-08-12T05:00:00Z,0.5832,0.0,15.24,7.18,6.96,21.84,45.8,0.0,0.0
site-b,2026-08-12T06:00:00Z,0.584,15.15,16.48,7.4,8.97,17.83,45.7,178.0,0.0
site-b,2026-08-12T07:00:00Z,0.5853,23.7951,17.27,7.68,10.74,14.38,49.7,659.6,0.0
site-b,2026-08-12T08:00:00Z,0.5869,32.7013,18.24,7.67,11.23,13.14,47.4,1101.1,0.0
site-b,2026-08-12T09:00:00Z,0.5886,33.1453,19.87,7.76,11.04,13.43,49.9,1475.8,0.0
site-b,2026-08-12T10:00:00Z,0.5902,32.2856,21.59,7.71,10.91,12.2,47.5,1761.0,0.0
site-b,2026-08-12T11:00:00Z,0.5918,32.058,23.12,7.63,10.59,13.03,48.7,1939.3,0.0
site-b,2026-08-12T12:00:00Z,0.5935,34.1707,23.75,7.62,10.53,13.76,48.5,2000.0,0.0
site-b,2026-08-12T13:00:00Z,0.5951,32.5304,24.73,7.63,10.66,14.55,47.6,1939.3,0.0
site-b,2026-08-12T14:00:00Z,0.5968,33.4001,25.08,7.76,10.95,12.46,48.0,1761.0,0.0
site-b,2026-08-12T15:00:00Z,0.5986,36.3034,26.0,7.69,11.49,11.05,48.5,1475.8,0.0
site-b,2026-08-12T16:00:00Z,0.6003,34.1364,25.21,7.67,11.14,13.23,50.1,1101.1,0.0
site-b,2026-08-12T17:00:00Z,0.6017,27.8945,24.89,7.59,10.58,13.72,48.8,659.6,0.0
site-b,2026-08-12T18:00:00Z,0.6027,18.4964,23.67,7.45,8.76,17.36,49.0,178.0,0.0
site-b,2026-08-12T19:00:00Z,0.6029,0.0,22.64,7.15,6.55,22.52,48.5,0.0,0.0
site-b,2026-08-12T20:00:00Z,0.6031,0.0,20.92,7.15,6.39,22.38,47.1,0.0,0.0
site-b,2026-08-12T21:00:00Z,0.6033,0.0,20.02,7.2,6.61,23.03,50.3,0.0,0.0
site-b,2026-08-12T22:00:00Z,0.6035,0.0,18.41,7.13,7.01,21.09,50.0,0.0,0.0
site-b,2026-08-12T23:00:00Z,0.6036,0.0,16.98,7.19,6.92,21.43,50.5,0.0,0.0
site-b,2026-08-13T00:00:00Z,0.6038,0.0,16.27,7.17,6.92,21.57,52.2,0.0,0.0
site-b,2026-08-13T01:00:00Z,0.604,0.0,15.93,7.11,6.78,22.21,49.2,0.0,0.0
site-b,2026-08-13T02:00:00Z,0.6042,0.0,15.2,7.15,6.84,21.35,50.0,0.0,0.0
site-b,2026-08-13T03:00:00Z,0.6044,0.0,14.53,7.14,6.45,22.14,50.4,0.0,0.0
site-b,2026-08-13T04:00:00Z,0.6046,0.0,14.87,7.15,6.55,22.28,50.9,0.0,0.0
site-b,2026-08-13T05:00:00Z,0.6048,0.0,15.65,7.15,6.76,21.78,49.7,0.0,0.0
site-b,2026-08-13T06:00:00Z,0.6056,15.0657,16.12,7.47,9.04,17.34,50.7,174.2,0.0
site-b,2026-08-13T07:00:00Z,0.607,26.2437,17.61,7.63,10.41,13.77,49.9,656.6,0.0
site-b,2026-08-13T08:00:00Z,0.6087,34.4276,18.51,7.65,11.43,12.69,50.3,1099.0,0.0
site-b,2026-08-13T09:00:00Z,0.6105,37.1095,20.19,7.69,11.25,12.58,49.1,1474.5,0.0
site-b,2026-08-13T10:00:00Z,0.6122,34.3641,21.32,7.66,10.96,12.54,50.0,1760.4,0.0
site-b,2026-08-13T11:00:00Z,0.6138,31.6844,22.78,7.59,10.6,12.56,48.5,1939.2,0.0
site-b,2026-08-13T12:00:00Z,0.6153,28.7522,23.78,7.61,10.38,14.0,49.3,2000.0,0.0
site-b,2026-08-13T13:00:00Z,0.6169,31.9284,24.84,7.62,10.68,12.96,53.9,1939.2,0.0
site-b,2026-08-13T14:00:00Z,0.6186,33.2571,25.04,7.63,11.34,13.4,50.0,1760.4,0.0
site-b,2026-08-13T15:00:00Z,0.6204,36.6155,25.47,7.67,11.16,12.53,51.5,1474.5,0.0
site-b,2026-08-13T16:00:00Z,0.6222,35.4564,25.26,7.7,11.09,12.37,51.8,1099.0,0.0
site-b,2026-08-13T17:00:00Z,0.6236,28.9676,24.54,7.63,10.38,14.27,51.3,656.6,0.0
site-b,2026-08-13T18:00:00Z,0.6245,16.1165,23.69,7.43,9.1,17.64,51.4,174.2,0.0
site-b,2026-08-13T19:00:00Z,0.6247,0.0,22.82,7.13,6.61,22.2,51.4,0.0,0.0
site-b,2026-08-13T20:00:00Z,0.6249,0.0,21.36,7.17,6.77,22.81,51.3,0.0,0.0
site-b,2026-08-13T21:00:00Z,0.6251,0.0,20.22,7.15,6.69,22.54,51.9,0.0,0.0
site-b,2026-08-13T22:00:00Z,0.6253,0.0,18.81,7.18,6.66,21.85,49.6,0.0,0.0
site-b,2026-08-13T23:00:00Z,0.6255,0.0,17.37,7.16,6.73,21.98,50.6,0.0,0.0
site-b,2026-08-14T00:00:00Z,0.6257,0.0,15.88,7.16,6.43,22.71,52.0,0.0,0.0
site-b,2026-08-14T01:00:00Z,0.6259,0.0,15.13,7.17,6.95,21.94,49.4,0.0,0.0
site-b,2026-08-14T02:00:00Z,0.6261,0.0,14.97,7.19,6.92,21.96,49.5,0.0,0.0
site-b,2026-08-14T03:00:00Z,0.6263,0.0,14.32,7.13,7.19,22.28,50.7,0.0,0.0
site-b,2026-08-14T04:00:00Z,0.6264,0.0,14.92,7.16,6.8,22.19,50.0,0.0,0.0
site-b,2026-08-14T05:00:00Z,0.6266,0.0,15.47,7.16,7.16,21.99,49.1,0.0,0.0
site-b,2026-08-14T06:00:00Z,0.6275,14.5093,16.14,7.44,9.06,17.59,50.2,170.4,0.0
site-b,2026-08-14T07:00:00Z,0.6287,23.9351,17.49,7.58,10.52,13.99,50.4,653.6,0.0
site-b,2026-08-14T08:00:00Z,0.6303,31.2097,19.05,7.65,10.69,12.48,52.1,1096.8,0.0
site-b,2026-08-14T09:00:00Z,0.6321,34.8555,20.04,7.71,11.39,12.7,52.1,1473.2,0.0
site-b,2026-08-14T10:00:00Z,0.6336,30.9524,21.04,7.72,10.71,12.54,49.3,1759.8,0.0
site-b,2026-08-14T11:00:00Z,0.6351,28.4252,22.64,7.6,10.87,14.07,51.3,1939.0,0.0
site-b,2026-08-14T12:00:00Z,0.6366,30.3207,23.84,7.61,10.74,13.2,51.4,2000.0,0.0
site-b,2026-08-14T13:00:00Z,0.6382,32.1922,24.77,7.62,10.74,13.4,50.3,1939.0,0.0
site-b,2026-08-14T14:00:00Z,0.64,34.6776,25.18,7.65,11.23,12.86,49.9,1759.8,0.0
site-b,2026-08-14T15:00:00Z,0.6418,35.9387,25.76,7.71,11.34,13.04,49.7,1473.2,0.0
site-b,2026-08-14T16:00:00Z,0.6434,31.8132,25.31,7.69,11.07,13.1,49.9,1096.8,0.0
site-b,2026-08-14T17:00:00Z,0.6449,29.4356,24.45,7.62,10.3,14.09,53.3,653.6,0.0
site-b,2026-08-14T18:00:00Z,0.6458,16.3042,23.88,7.46,8.85,17.22,52.4,170.4,0.0
site-b,2026-08-14T19:00:00Z,0.646,0.0,22.86,7.22,6.65,21.63,48.2,0.0,0.0
site-b,2026-08-14T20:00:00Z,0.6462,0.0,21.56,7.15,6.57,22.36,52.0,0.0,0.0
site-b,2026-08-14T21:00:00Z,0.6464,0.0,20.23,7.18,7.1,22.12,52.5,0.0,0.0
site-b,2026-08-14T22:00:00Z,0.6466,0.0,18.52,7.17,6.77,22.55,52.8,0.0,0.0
site-b,2026-08-14T23:00:00Z,0.6468,0.0,16.83,7.15,6.76,22.12,50.8,0.0,0.0
site-b,2026-08-15T00:00:00Z,0.647,0.0,15.92,7.11,6.4,22.1,50.2,0.0,0.0
site-b,2026-08-15T01:00:00Z,0.6472,0.0,15.3,7.21,6.86,21.96,50.5,0.0,0.0
site-b,2026-08-15T02:00:00Z,0.6474,0.0,14.26,7.16,6.61,21.59,54.0,0.0,0.0
site-b,2026-08-15T03:00:00Z,0.6476,0.0,14.55,7.13,6.38,22.11,53.6,0.0,0.0
site-b,2026-08-15T04:00:00Z,0.6478,0.0,14.63,7.14,6.76,22.64,51.4,0.0,0.0
site-b,2026-08-15T05:00:00Z,0.648,0.0,15.54,7.18,6.83,21.32,50.1,0.0,0.0
site-b,2026-08-15T06:00:00Z,0.6487,12.5828,15.89,7.38,8.9,17.85,51.6,166.6,0.0
site-b,2026-08-15T07:00:00Z,0.65,25.0983,17.61,7.63,10.59,13.78,50.1,650.5,0.0
site-b,2026-08-15T08:00:00Z,0.6514,27.2081,18.1,7.69,10.97,13.56,51.5,1094.7,0.0
site-b,2026-08-15T09:00:00Z,0.653,31.6263,20.04,7.67,11.37,12.71,54.6,1471.9,0.0
site-b,2026-08-15T10:00:00Z,0.6547,34.2374,21.45,7.66,11.1,13.06,52.7,1759.2,0.0
site-b,2026-08-15T11:00:00Z,0.6563,30.132,23.1,7.63,10.71,14.07,49.8,1938.9,0.0
site-b,2026-08-15T12:00:00Z,0.6578,29.9292,23.47,7.58,10.62,14.05,52.4,2000.0,0.0
site-b,2026-08-15T13:00:00Z,0.6593,29.973,24.72,7.69,10.85,13.46,51.4,1938.9,0.0
site-b,2026-08-15T14:00:00Z,0.6609,30.48,25.41,7.66,10.82,12.88,52.1,1759.2,0.0
site-b,2026-08-15T15:00:00Z,0.6627,35.108,25.69,7.65,11.14,11.54,51.7,1471.9,0.0
site-b,2026-08-15T16:00:00Z,0.6644,35.7494,25.3,7.6,10.92,13.36,50.7,1094.7,0.0
site-b,2026-08-15T17:00:00Z,0.666,30.2255,24.61,7.59,10.33,13.04,49.8,650.5,0.0
site-b,2026-08-15T18:00:00Z,0.6668,14.4777,23.49,7.41,8.51,16.96,52.4,166.6,0.0
site-b,2026-08-15T19:00:00Z,0.667,0.0,22.51,7.12,6.97,22.2,50.4,0.0,0.0
site-b,2026-08-15T20:00:00Z,0.6672,0.0,20.84,7.16,6.47,21.69,53.2,0.0,0.0
site-b,2026-08-15T21:00:00Z,0.6674,0.0,19.76,7.19,6.98,20.92,51.4,0.0,0.0
site-b,2026-08-15T22:00:00Z,0.6676,0.0,18.9,7.14,6.73,22.36,50.9,0.0,0.0
site-b,2026-08-15T23:00:00Z,0.6678,0.0,17.75,7.18,6.73,21.68,51.3,0.0,0.0
site-b,2026-08-16T00:00:00Z,0.668,0.0,15.73,7.17,6.98,22.48,54.1,0.0,0.0
site-b,2026-08-16T01:00:00Z,0.6682,0.0,15.04,7.16,6.88,22.3,52.9,0.0,0.0
site-b,2026-08-16T02:00:00Z,0.6684,0.0,14.6,7.24,6.93,21.44,50.9,0.0,0.0
site-b,2026-08-16T03:00:00Z,0.6686,0.0,14.98,7.19,6.94,21.1,51.7,0.0,0.0
site-b,2026-08-16T04:00:00Z,0.6688,0.0,14.74,7.13,6.47,21.98,54.2,0.0,0.0
site-b,2026-08-16T05:00:00Z,0.669,0.0,15.11,7.12,6.76,21.74,51.1,0.0,0.0
site-b,2026-08-16T06:00:00Z,0.6698,12.557,16.13,7.45,9.01,17.3,54.6,162.7,0.0
site-b,2026-08-16T07:00:00Z,0.6711,24.1539,17.21,7.58,10.71,13.56,52.8,647.4,0.0
site-b,2026-08-16T08:00:00Z,0.6725,28.4557,18.29,7.67,10.74,13.19,50.5,1092.5,0.0
site-b,2026-08-16T09:00:00Z,0.6741,30.7482,19.81,7.7,11.31,12.62,52.0,1470.6,0.0
site-b,2026-08-16T10:00:00Z,0.6757,31.1834,21.52,7.65,11.11,13.05,51.6,1758.5,0.0
site-b,2026-08-16T11:00:00Z,0.6772,29.1177,22.9,7.62,10.69,14.41,51.4,1938.7,0.0
site-b,2026-08-16T12:00:00Z,0.6787,28.3455,24.43,7.63,10.51,14.55,51.2,2000.0,0.0
site-b,2026-08-16T13:00:00Z,0.6801,28.4152,24.94,7.62,10.67,14.22,55.7,1938.7,0.0
site-b,2026-08-16T14:00:00Z,0.6818,32.6356,25.43,7.66,11.35,13.85,52.2,1758.5,0.0
site-b,2026-08-16T15:00:00Z,0.6834,32.8886,25.63,7.66,11.14,12.22,52.3,1470.6,0.0
site-b,2026-08-16T16:00:00Z,0.685,30.1984,25.14,7.61,11.08,13.03,52.1,1092.5,0.0
site-b,2026-08-16T17:00:00Z,0.6864,27.9898,25.0,7.61,10.62,13.8,51.8,647.4,0.0
site-b,2026-08-16T18:00:00Z,0.6873,14.8819,24.04,7.4,8.94,17.41,52.6,162.7,0.0
site-b,2026-08-16T19:00:00Z,0.6875,0.0,22.48,7.14,6.85,21.78,50.8,0.0,0.0
site-b,2026-08-16T20:00:00Z,0.6877,0.0,21.66,7.16,6.71,21.12,53.3,0.0,0.0
site-b,2026-08-16T21:00:00Z,0.6879,0.0,20.34,7.11,7.13,21.93,53.9,0.0,0.0
site-b,2026-08-16T22:00:00Z,0.6881,0.0,18.78,7.24,6.91,22.27,53.1,0.0,0.0
site-b,2026-08-16T23:00:00Z,0.6883,0.0,16.87,7.15,7.0,22.18,51.9,0.0,0.0
site-b,2026-08-17T00:00:00Z,0.6885,0.0,16.12,7.16,6.8,22.03,53.8,0.0,0.0
site-b,2026-08-17T01:00:00Z,0.6888,0.0,15.08,7.18,7.08,21.53,52.4,0.0,0.0
site-b,2026-08-17T02:00:00Z,0.689,0.0,14.12,7.12,6.83,21.41,53.7,0.0,0.0
site-b,2026-08-17T03:00:00Z,0.6892,0.0,14.33,7.19,7.03,22.94,52.6,0.0,0.0
site-b,2026-08-17T04:00:00Z,0.6894,0.0,14.95,7.15,6.56,22.33,53.0,0.0,0.0
site-b,2026-08-17T05:00:00Z,0.6896,0.0,15.35,7.18,6.67,21.1,52.9,0.0,0.0
site-b,2026-08-17T06:00:00Z,0.6903,12.1066,15.67,7.37,8.55,17.35,53.0,158.7,0.0
site-b,2026-08-17T07:00:00Z,0.6916,25.1005,17.23,7.66,10.28,12.89,54.3,644.3,0.0
site-b,2026-08-17T08:00:00Z,0.693,27.1048,19.15,7.64,10.73,13.12,55.8,1090.3,0.0
site-b,2026-08-17T09:00:00Z,0.6946,29.8797,19.92,7.72,11.3,12.66,52.1,1469.3,0.0
site-b,2026-08-17T10:00:00Z,0.6962,31.0089,21.27,7.71,10.86,12.52,53.9,1757.9,0.0
site-b,2026-08-17T11:00:00Z,0.6977,29.7501,22.96,7.6,10.7,12.6,57.2,1938.5,0.0
site-b,2026-08-17T12:00:00Z,0.6992,29.8734,24.14,7.59,10.4,13.71,52.8,2000.0,0.0
site-b,2026-08-17T13:00:00Z,0.7006,26.4033,25.22,7.58,10.93,14.35,55.2,1938.5,0.0
site-b,2026-08-17T14:00:00Z,0.7023,32.9777,25.75,7.64,10.88,13.25,54.7,1757.9,0.0
site-b,2026-08-17T15:00:00Z,0.704,33.0778,25.84,7.7,11.16,12.62,52.2,1469.3,0.0
site-b,2026-08-17T16:00:00Z,0.7055,29.8562,25.38,7.67,11.03,12.57,55.2,1090.3,0.0
site-b,2026-08-17T17:00:00Z,0.7069,26.4552,24.97,7.59,10.72,13.85,54.2,644.3,0.0
site-b,2026-08-17T18:00:00Z,0.7077,14.386,23.75,7.39,8.73,17.82,53.0,158.7,0.0
site-b,2026-08-17T19:00:00Z,0.7079,0.0,22.94,7.15,6.59,23.0,53.7,0.0,0.0
site-b,2026-08-17T20:00:00Z,0.7082,0.0,21.25,7.12,6.99,23.21,52.8,0.0,0.0
site-b,2026-08-17T21:00:00Z,0.7084,0.0,20.06,7.15,6.83,21.14,52.9,0.0,0.0
site-b,2026-08-17T22:00:00Z,0.7086,0.0,18.63,7.14,6.98,22.15,56.1,0.0,0.0
site-b,2026-08-17T23:00:00Z,0.7088,0.0,17.45,7.12,6.77,22.43,53.5,0.0,0.0
site-b,2026-08-18T00:00:00Z,0.709,0.0,16.32,7.12,6.68,21.34,55.2,0.0,0.0
site-b,2026-08-18T01:00:00Z,0.7092,0.0,15.14,7.11,6.73,23.75,53.8,0.0,0.0
site-b,2026-08-18T02:00:00Z,0.7094,0.0,15.09,7.13,6.85,21.69,53.7,0.0,0.0
site-b,2026-08-18T03:00:00Z,0.7096,0.0,14.18,7.09,6.68,22.23,52.0,0.0,0.0
site-b,2026-08-18T04:00:00Z,0.7098,0.0,14.6,7.16,7.04,20.81,51.3,0.0,0.0
site-b,2026-08-18T05:00:00Z,0.7101,0.0,15.26,7.15,6.6,21.22,53.5,0.0,0.0
site-b,2026-08-18T06:00:00Z,0.7108,11.2714,16.1,7.42,8.8,18.21,53.6,154.7,0.0
site-b,2026-08-18T07:00:00Z,0.712,22.8142,16.77,7.62,10.44,14.61,54.6,641.1,0.0
site-b,2026-08-18T08:00:00Z,0.7133,25.53,18.47,7.75,11.11,13.8,55.1,1088.0,0.0
site-b,2026-08-18T09:00:00Z,0.7149,29.9255,20.14,7.71,11.11,12.69,54.9,1467.9,0.0
site-b,2026-08-18T10:00:00Z,0.7163,28.4016,21.14,7.67,11.23,12.8,53.2,1757.3,0.0
site-b,2026-08-18T11:00:00Z,0.7178,28.3484,22.51,7.59,10.93,14.54,54.4,1938.4,0.0
site-b,2026-08-18T12:00:00Z,0.7191,24.4295,23.78,7.62,10.7,14.23,52.2,2000.0,0.0
site-b,2026-08-18T13:00:00Z,0.7206,29.0369,24.94,7.65,10.72,13.27,55.1,1938.4,0.0
site-b,2026-08-18T14:00:00Z,0.7222,30.0082,25.3,7.68,11.64,11.93,52.9,1757.3,0.0
site-b,2026-08-18T15:00:00Z,0.7237,29.075,25.32,7.69,11.27,12.36,55.7,1467.9,0.0
site-b,2026-08-18T16:00:00Z,0.7251,28.3392,25.49,7.68,10.82,13.59,54.2,1088.0,0.0
site-b,2026-08-18T17:00:00Z,0.7264,23.1286,24.68,7.6,10.48,15.24,55.2,641.1,0.0
site-b,2026-08-18T18:00:00Z,0.7272,13.6003,23.76,7.42,9.14,16.76,57.8,154.7,0.0
site-b,2026-08-18T19:00:00Z,0.7274,0.0,22.76,7.21,6.82,22.09,53.6,0.0,0.0
site-b,2026-08-18T20:00:00Z,0.7276,0.0,21.51,7.17,6.91,21.83,52.9,0.0,0.0
site-b,2026-08-18T21:00:00Z,0.7278,0.0,20.15,7.2,6.73,21.43,54.4,0.0,0.0
site-b,2026-08-18T22:00:00Z,0.7281,0.0,18.86,7.1,7.01,21.36,55.8,0.0,0.0
site-b,2026-08-18T23:00:00Z,0.7283,0.0,17.44,7.16,6.65,20.98,55.3,0.0,0.0
site-b,2026-08-19T00:00:00Z,0.7285,0.0,16.02,7.17,6.93,22.53,54.3,0.0,0.0
site-b,2026-08-19T01:00:00Z,0.7287,0.0,14.99,7.12,6.59,21.84,56.1,0.0,0.0
site-b,2026-08-19T02:00:00Z,0.7289,0.0,14.33,7.17,6.8,22.72,55.1,0.0,0.0
site-b,2026-08-19T03:00:00Z,0.7291,0.0,14.48,7.14,6.69,21.02,53.9,0.0,0.0
site-b,2026-08-19T04:00:00Z,0.7293,0.0,15.01,7.15,6.98,22.76,52.0,0.0,0.0
site-b,2026-08-19T05:00:00Z,0.7296,0.0,15.48,7.16,6.75,22.17,58.1,0.0,0.0
site-b,2026-08-19T06:00:00Z,0.7302,9.5437,16.25,7.39,8.65,18.1,56.1,150.6,0.0
site-b,2026-08-19T07:00:00Z,0.7314,22.0187,17.17,7.62,10.75,14.28,53.1,637.9,0.0
site-b,2026-08-19T08:00:00Z,0.7328,27.4667,18.4,7.68,10.88,13.48,53.1,1085.8,0.0
site-b,2026-08-19T09:00:00Z,0.7342,26.7981,20.26,7.67,11.47,12.54,54.7,1466.5,0.0
site-b,2026-08-19T10:00:00Z,0.7357,27.552,21.34,7.68,10.82,13.18,55.4,1756.6,0.0
site-b,2026-08-19T11:00:00Z,0.737,24.8511,22.59,7.63,10.73,13.5,53.6,1938.2,0.0
site-b,2026-08-19T12:00:00Z,0.7384,26.7479,23.86,7.59,10.42,13.9,54.2,2000.0,0.0
site-b,2026-08-19T13:00:00Z,0.7398,25.589,24.64,7.61,10.73,13.45,57.8,1938.2,0.0
site-b,2026-08-19T14:00:00Z,0.7412,27.3773,25.02,7.69,11.09,12.48,55.2,1756.6,0.0
site-b,2026-08-19T15:00:00Z,0.7427,28.4821,25.47,7.69,11.31,12.34,53.1,1466.5,0.0
site-b,2026-08-19T16:00:00Z,0.7441,27.7187,25.15,7.69,10.8,13.02,56.6,1085.8,0.0
site-b,2026-08-19T17:00:00Z,0.7455,26.2232,24.54,7.66,10.33,14.31,56.4,637.9,0.0
site-b,2026-08-19T18:00:00Z,0.7463,12.8983,23.97,7.41,8.96,17.95,54.7,150.6,0.0
site-b,2026-08-19T19:00:00Z,0.7465,0.0,22.7,7.15,6.96,21.8,54.6,0.0,0.0
site-b,2026-08-19T20:00:00Z,0.7467,0.0,21.56,7.1,7.2,21.66,54.6,0.0,0.0
site-b,2026-08-19T21:00:00Z,0.747,0.0,19.79,7.13,6.62,21.82,53.4,0.0,0.0
site-b,2026-08-19T22:00:00Z,0.7472,0.0,18.69,7.16,6.76,22.06,53.7,0.0,0.0
site-b,2026-08-19T23:00:00Z,0.7474,0.0,17.4,7.19,7.19,22.21,53.7,0.0,0.0
site-b,2026-08-20T00:00:00Z,0.7476,0.0,16.4,7.12,6.79,21.49,54.3,0.0,0.0
